sponsorName,sponsorCode,startTime,endTime,domain,clientId,episodeId,episodeType,createdAt,airDate
,,0.0,0.0,nosponsors,theladyvanishes,6TYXyOKmP64,youtube,2025-07-26T19:06:58.362429,20220926
Amazon Prime,,856.0,1094.0,amazon.com,thelazygenius,vvdlVS5N5TI,youtube,2025-07-26T19:07:01.145052,20221021
,,0.0,0.0,nosponsors,themagnusarchives,nNDusX07QII,youtube,2025-07-26T19:07:03.353621,20250724
,,0.0,0.0,nosponsors,themagnusarchives,qZ1ZzNChPCU,youtube,2025-07-26T19:07:06.945488,20250725
,,0.0,0.0,nosponsors,themagnusarchives,JalXGDNFsHg,youtube,2025-07-26T19:07:08.377895,20250717
,,0.0,0.0,nosponsors,themagnusarchives,9XGfHsTrIUU,youtube,2025-07-26T19:07:11.457116,20250718
,,0.0,0.0,nosponsors,themagnusarchives,A9dykoiTlCk,youtube,2025-07-26T19:07:14.763495,20250711
Vandy Crisps,walsh,63.0,143.0,vandycrisps.com,themasswatchshow,eEjxlDS9Dwk,youtube,2025-07-26T19:07:22.542272,20250724
ARMRA,WALSH,1325.0,1391.0,armra.com,themasswatchshow,eEjxlDS9Dwk,youtube,2025-07-26T19:07:22.542295,20250724
BAERSkin Tactical Supply Co.,MATT,2608.0,2719.0,baerskin.com,themasswatchshow,eEjxlDS9Dwk,youtube,2025-07-26T19:07:22.542298,20250724
Grand Canyon University,,3102.0,3155.0,gcu.edu,themasswatchshow,eEjxlDS9Dwk,youtube,2025-07-26T19:07:22.542301,20250724
Pure Talk,walsh,60.0,106.0,puretalk.com,themasswatchshow,N8a24FeVf2E,youtube,2025-07-26T19:07:33.535590,20250723
Kikoff,,1192.0,1265.0,getkikoff.com,themasswatchshow,N8a24FeVf2E,youtube,2025-07-26T19:07:33.535622,20250723
Policy Genius,,2520.0,2598.0,policygenius.com,themasswatchshow,N8a24FeVf2E,youtube,2025-07-26T19:07:33.535647,20250723
Pocket Hose,Walsh,3306.0,3397.0,pockethose.com,themasswatchshow,N8a24FeVf2E,youtube,2025-07-26T19:07:33.535670,20250723
DailyWire+,,3427.0,3428.0,dailywireplus.com,themasswatchshow,N8a24FeVf2E,youtube,2025-07-26T19:07:33.535674,20250723
Stopbox USA,WALSH10,59.0,121.0,stopboxusa.com,themasswatchshow,2io6eUgyB0U,youtube,2025-07-26T19:07:41.596762,20250722
Balance of Nature,Walsh,1281.0,1326.0,balanceofnature.com,themasswatchshow,2io6eUgyB0U,youtube,2025-07-26T19:07:41.596780,20250722
Tax Network USA,,2895.0,2950.0,tnusa.com,themasswatchshow,2io6eUgyB0U,youtube,2025-07-26T19:07:41.596783,20250722
Helix Sleep,,3625.0,3711.0,helixsleep.com,themasswatchshow,2io6eUgyB0U,youtube,2025-07-26T19:07:41.596785,20250722
ExpressVPN,walsh,55.0,126.0,expressvpn.com,themasswatchshow,0wEHFcK75rg,youtube,2025-07-26T19:07:52.131698,20250721
Ammo Squared,,1485.0,1541.0,ammosquared.com,themasswatchshow,0wEHFcK75rg,youtube,2025-07-26T19:07:52.131719,20250721
Everyday Dose,WALSH,1544.0,1628.0,everydaydose.com,themasswatchshow,0wEHFcK75rg,youtube,2025-07-26T19:07:52.131723,20250721
Tax Network USA,,3304.0,3358.0,tnusa.com,themasswatchshow,0wEHFcK75rg,youtube,2025-07-26T19:07:52.131725,20250721
ExpressVPN,walshyt,636.0,711.0,expressvpn.com,themasswatchshow,zQ7eTCnxjXA,youtube,2025-07-26T19:07:54.373350,20250719
,,0.0,0.0,nosponsors,themelrobbins,7a-FiD6QPLo,youtube,2025-07-26T19:07:59.950963,20250724
,,0.0,0.0,nosponsors,themelrobbins,zXZo0u_6ies,youtube,2025-07-26T19:08:05.625268,20250721
,,0.0,0.0,nosponsors,themelrobbins,892M1vCEuUg,youtube,2025-07-26T19:08:11.069645,20250714
,,0.0,0.0,nosponsors,themelrobbins,e_9UHSj0qE4,youtube,2025-07-26T19:08:21.715087,20250717
,,0.0,0.0,nosponsors,themelrobbins,CESqNpTK1S8,youtube,2025-07-26T19:08:29.488922,20250710
Birch Gold,KNOWLES,88.0,160.0,birchgold.com,themichaelknowlesshow,mVkHgK2Bbjg,youtube,2025-07-26T19:08:36.965826,20250725
Balance of Nature,KNOWLES,1034.0,1098.0,balanceofnature.com,themichaelknowlesshow,mVkHgK2Bbjg,youtube,2025-07-26T19:08:36.965848,20250725
Jeremy's Razors,,1499.0,1556.0,jeremysrazors.com,themichaelknowlesshow,mVkHgK2Bbjg,youtube,2025-07-26T19:08:36.965851,20250725
Pure Talk,nolles,2247.0,2261.0,puretalk.com,themichaelknowlesshow,mVkHgK2Bbjg,youtube,2025-07-26T19:08:36.965854,20250725
DailyWire+,Nolles Canada,2791.0,2795.0,dailywire.com,themichaelknowlesshow,mVkHgK2Bbjg,youtube,2025-07-26T19:08:36.965856,20250725
Good Ranchers,Nolles,73.0,161.0,goodranchers.com,themichaelknowlesshow,cKlXfz8mu7g,youtube,2025-07-26T19:08:43.297115,20250724
Old Glory Bank,nolles,806.0,891.0,oldglorybank.com,themichaelknowlesshow,cKlXfz8mu7g,youtube,2025-07-26T19:08:43.297138,20250724
Jeremy's Razors,leend,1291.0,1348.0,jeremysrazors.com,themichaelknowlesshow,cKlXfz8mu7g,youtube,2025-07-26T19:08:43.297142,20250724
DailyWire Plus,July,1875.0,1928.0,dailywire.com/gift,themichaelknowlesshow,cKlXfz8mu7g,youtube,2025-07-26T19:08:43.297145,20250724
Pure Talk,,52.0,130.0,puretalk.com,themichaelknowlesshow,5ud9r8kimVo,youtube,2025-07-26T19:08:51.836467,20250723
Pique Life,nolles,681.0,764.0,piquelife.com,themichaelknowlesshow,5ud9r8kimVo,youtube,2025-07-26T19:08:51.836484,20250723
Birch Gold,KNOWLES,1347.0,1398.0,birchgold.com,themichaelknowlesshow,5ud9r8kimVo,youtube,2025-07-26T19:08:51.836486,20250723
Daily Wire,,2002.0,2036.0,dailywireplus.com,themichaelknowlesshow,5ud9r8kimVo,youtube,2025-07-26T19:08:51.836489,20250723
ExpressVPN,,90.0,171.0,expressvpn.com,themichaelknowlesshow,LGE3plO7pC8,youtube,2025-07-26T19:08:58.758490,20250722
Leaf Filter,,748.0,826.0,leaffilter.com,themichaelknowlesshow,LGE3plO7pC8,youtube,2025-07-26T19:08:58.758509,20250722
Stopbox USA,Michael,1243.0,1316.0,stopboxusa.com,themichaelknowlesshow,LGE3plO7pC8,youtube,2025-07-26T19:08:58.758511,20250722
Daily Wire,,1908.0,1943.0,dailywireplus.com,themichaelknowlesshow,LGE3plO7pC8,youtube,2025-07-26T19:08:58.758513,20250722
Armra,KNOWLES,69.0,147.0,armra.com,themichaelknowlesshow,Uw3l6bSeSbI,youtube,2025-07-26T19:09:11.790374,20250721
Kickoff,nolles,629.0,708.0,getkickoff.com,themichaelknowlesshow,Uw3l6bSeSbI,youtube,2025-07-26T19:09:11.790398,20250721
Lean (Brickhouse Nutrition),MICHAEL20,1577.0,1666.0,takelean.com,themichaelknowlesshow,Uw3l6bSeSbI,youtube,2025-07-26T19:09:11.790401,20250721
Daily Wire Plus,,2178.0,2203.0,dailywireplus.com,themichaelknowlesshow,Uw3l6bSeSbI,youtube,2025-07-26T19:09:11.790403,20250721
Mindset 2.0,,218.0,259.0,coachwithrob.com,themindsetmentor,v_eaCF2-W_g,youtube,2025-07-26T19:09:14.567107,20250725
Coach with Rob,,39.0,58.0,coachwithrob.com,themindsetmentor,yINpp8Ysskg,youtube,2025-07-26T19:09:17.048647,20250714
Coach with Rob,,39.0,58.0,coachwithrob.com,themindsetmentor,v0QhWyw-fpM,youtube,2025-07-26T19:09:20.611756,20250710
,,0.0,0.0,nosponsors,themindsetmentor,4kIDyv39Hlk,youtube,2025-07-26T19:09:23.352879,20250623
,,0.0,0.0,nosponsors,themindsetmentor,wOZIM2mDTtg,youtube,2025-07-26T19:09:25.646700,20250618
Power Crunch,,754.0,793.0,powercrunch.com,theminimalists,EcPm8SmmlzA,youtube,2025-07-26T19:09:29.929291,20250721
Celsius,,914.0,1190.0,celsius.com,theminimalists,EcPm8SmmlzA,youtube,2025-07-26T19:09:29.929311,20250721
,,0.0,0.0,nosponsors,theminimalists,X15SMF1wcEM,youtube,2025-07-26T19:09:33.152440,20241230
Earthing,,2374.0,2399.0,earthing.com,theminimalists,mAJY6oq4RoI,youtube,2025-07-26T19:09:37.847004,20241223
1-800-GOT-JUNK,,812.0,816.0,1800gotjunk.com,theminimalists,dBg7gTmpzQM,youtube,2025-07-26T19:09:42.650176,20241216
The Minimalists,,1275.0,1299.0,theminimalists.com,theminimalists,dBg7gTmpzQM,youtube,2025-07-26T19:09:42.650201,20241216
Patreon,,2421.0,2428.0,patreon.com/theminimalists,theminimalists,dBg7gTmpzQM,youtube,2025-07-26T19:09:42.650270,20241216
,,0.0,0.0,nosponsors,theminimalists,CnxcTjDoJns,youtube,2025-07-26T19:09:46.540289,20241202
,,0.0,0.0,nosponsors,themismatch,QwTXJHnCqnA,youtube,2025-07-26T19:09:54.938333,20250725
,,0.0,0.0,nosponsors,themismatch,VruEXFx2Ey8,youtube,2025-07-26T19:10:01.391911,20250722
,,0.0,0.0,nosponsors,themismatch,Hu_9AxBwpec,youtube,2025-07-26T19:10:07.278194,20250715
FanDuel,,281.0,285.0,fanduel.com,themismatch,G5xSOhVeFxw,youtube,2025-07-26T19:10:17.370450,20250711
,,0.0,0.0,nosponsors,themismatch,WCTtFDRFCRI,youtube,2025-07-26T19:10:26.274713,20250708
Bonita Bonita,,2295.0,2403.0,bonitabonita.com,thenikkiandbrieshow,BfTkiIRTtyU,youtube,2025-07-26T19:10:32.288154,20250724
Bonita Bonita,,2459.0,2470.0,bonitabonitawine.com,thenikkiandbrieshow,BfTkiIRTtyU,youtube,2025-07-26T19:10:32.288184,20250724
,,0.0,0.0,nosponsors,thenikkiandbrieshow,23vwnYGBmIM,youtube,2025-07-26T19:10:37.347544,20250721
Dear Gabby,,2233.0,2245.0,deargaby.com/universe,thenikkiandbrieshow,0dZE16bCtMo,youtube,2025-07-26T19:10:41.618330,20250714
,,0.0,0.0,nosponsors,thenikkiandbrieshow,OA7gY2ZejwA,youtube,2025-07-26T19:10:46.147104,20250717
,,0.0,0.0,nosponsors,thenikkiandbrieshow,gzLl7f6m9uY,youtube,2025-07-26T19:10:51.053160,20250710
,,0.0,0.0,nosponsors,theofficial,WLvqVM9zrEc,youtube,2025-07-26T19:11:01.505241,20241114
,,0.0,0.0,nosponsors,theofficial,AFwG8fVz5LY,youtube,2025-07-26T19:11:05.962633,20241002
Delta K9,,417.0,498.0,deltak9academy.com,theofficial,_FCP4ZIEMVk,youtube,2025-07-26T19:11:11.470364,20240920
,,0.0,0.0,nosponsors,theofficial,tXbb6xm7muw,youtube,2025-07-26T19:11:19.110462,20240819
Toxic Love,,207.0,701.0,toxiclove.cc,theofficial,EtGkMqqHs5o,youtube,2025-07-26T19:11:26.108602,20240809
First Fidelity Bank,,915.0,941.0,ffb.com,theoklahomabreakdown,svAc8BuA4DI,youtube,2025-07-26T19:11:30.517690,20250724
Opisclo,TED,943.0,956.0,oplosclo.com,theoklahomabreakdown,svAc8BuA4DI,youtube,2025-07-26T19:11:30.517712,20250724
Riverwind Casino,,4.0,48.0,riverwind.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095339,20250723
Lov's Travel Stops,,1269.0,1293.0,loves.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095363,20250723
Diddy Ranch,sooner,1297.0,1331.0,ddierranch.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095367,20250723
Simple Modern,,1335.0,1376.0,simplemodern.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095370,20250723
Schwab Meat,breakdown,2774.0,2813.0,schwabmeat.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095373,20250723
PubW,,2814.0,2847.0,pubdub.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095375,20250723
Insura Direct,,2847.0,2871.0,insurikadirect.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095378,20250723
First Fidelity Bank,,3787.0,3813.0,ffb.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095381,20250723
Opolis Clothing,TED,3816.0,3826.0,opolisclothing.com,theoklahomabreakdown,w04WoiNxWgw,youtube,2025-07-26T19:11:46.095384,20250723
Riverwind Casino,,6.0,47.0,riverwind.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925842,20250720
Lo's Travel Stops,,1571.0,1596.0,loves.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925866,20250720
Diddier Ranch,Sooner,1599.0,1632.0,diddieranch.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925869,20250720
Simple Modern,,1636.0,1680.0,simplemodern.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925872,20250720
Schwab Meat,breakdown,2636.0,2670.0,schwabmeat.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925874,20250720
The Garage,,2673.0,2702.0,eatatthegar.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925876,20250720
Insura Direct,,2702.0,2728.0,insurdirect.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925879,20250720
First Fidelity Bank,,3824.0,3850.0,ffb.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925881,20250720
Oplosclo,TED,3852.0,3866.0,oplosclo.com,theoklahomabreakdown,eTg318j9bvc,youtube,2025-07-26T19:11:57.925884,20250720
,,0.0,0.0,nosponsors,theoklahomabreakdown,THLryOp2kRw,youtube,2025-07-26T19:12:00.144950,20250718
Riverwind Casino,,6.0,47.0,riverwind.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156671,20250717
Lo's Travel Stops,,1765.0,1789.0,loves.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156696,20250717
Diddier Ranch,sooner,1811.0,1828.0,diddierranch.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156698,20250717
Simple Modern,,1830.0,1871.0,simplemodern.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156700,20250717
Schwab Meat,okay breakdown,3443.0,3480.0,schwabmeat.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156702,20250717
PubW,,3480.0,3514.0,pubdub.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156704,20250717
Insurica Direct,,3514.0,3535.0,insurikadirect.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156706,20250717
First Fidelity Bank,,4234.0,4257.0,ffb.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156708,20250717
Opisclo,TED,4257.0,4270.0,opisclo.com,theoklahomabreakdown,yDsheasVnhM,youtube,2025-07-26T19:12:15.156710,20250717
,,0.0,0.0,nosponsors,thepatmcafeeshow,5KK19cTVwbY,youtube,2025-07-26T19:12:17.612145,20250714
,,0.0,0.0,nosponsors,thepatmcafeeshow,cq0-S1Vf4mg,youtube,2025-07-26T19:12:20.031501,20250721
,,0.0,0.0,nosponsors,thepatmcafeeshow,OHQQpR5Q6-A,youtube,2025-07-26T19:12:30.582609,20250709
,,0.0,0.0,nosponsors,theplaybook,1DOOf0vUnp4,youtube,2025-07-26T19:12:33.892271,20240618
,,0.0,0.0,nosponsors,theplaybook,Jln1WTDTpv0,youtube,2025-07-26T19:12:35.876824,20240912
FYI,,1621.0,1683.0,fyi.com,theplaybook,Sr_Zvia_WDY,youtube,2025-07-26T19:12:38.703631,20240229
,,0.0,0.0,nosponsors,theplaybook,KIVmgGJPGjg,youtube,2025-07-26T19:12:40.965067,20240223
,,0.0,0.0,nosponsors,theplaybook,VTDp6jS5Ggw,youtube,2025-07-26T19:12:43.308113,20240222
CEO Club,,1274.0,1280.0,alliecasazza.com/ceoclub,thepurposeshow,Hw4-lSDUJpI,youtube,2025-07-26T19:12:47.408048,20250327
Lindywell,,2685.0,2741.0,lindywell.com,thepurposeshow,1VNvB-uEuZs,youtube,2025-07-26T19:12:53.249398,20250508
,,0.0,0.0,nosponsors,thepurposeshow,BOmtHfGHhnA,youtube,2025-07-26T19:12:58.619770,20250321
Ali Casa,,2417.0,2428.0,alliecasazza.com,thepurposeshow,NIFDp3O8F7A,youtube,2025-07-26T19:13:02.970193,20250325
Peak Tea,,619.0,626.0,peaktea.com,thepurposeshow,35D9bMIMRlo,youtube,2025-07-26T19:13:05.943458,20250318
Orange Theory,,2502.0,2507.0,orangetheory.com,therecapshow,M9q1D00pzNI,youtube,2025-07-26T19:13:11.638344,20250717
Intuit QuickBooks,,659.0,951.0,quickbooks.intuit.com,therecapshow,1IIE4_GNHbM,youtube,2025-07-26T19:13:16.151830,20250724
,,0.0,0.0,nosponsors,therecapshow,RfuUcS9KMo4,youtube,2025-07-26T19:13:20.950251,20250710
,,0.0,0.0,nosponsors,therecapshow,4VRPF-nhYSU,youtube,2025-07-26T19:13:26.913717,20250703
,,0.0,0.0,nosponsors,therecapshow,C57tjAgk6UU,youtube,2025-07-26T19:13:31.603550,20250626
Goodyear,,1393.0,1415.0,goodyear.com,therighttime,2gi0B3LH-Nk,youtube,2025-07-26T19:13:40.348244,20200728
Geico,,4165.0,4191.0,geico.com,therighttime,2gi0B3LH-Nk,youtube,2025-07-26T19:13:40.348263,20200728
Goodyear,,794.0,816.0,goodyear.com,therighttime,nY_IOQLO5I4,youtube,2025-07-26T19:13:50.062135,20200728
Geico,,3640.0,3656.0,geico.com,therighttime,nY_IOQLO5I4,youtube,2025-07-26T19:13:50.062150,20200728
,,0.0,0.0,nosponsors,therighttime,NHmdOIfPKgs,youtube,2025-07-26T19:13:56.943591,20200721
,,0.0,0.0,nosponsors,therighttime,K9JNmeea3bw,youtube,2025-07-26T19:14:03.052367,20200714
Under Armour,,3052.0,3105.0,underarmour.com,therighttime,6oy3C1c7xBM,youtube,2025-07-26T19:14:09.037783,20200713
Sierra Pacific Partners,,54.0,158.0,sierrapacificpartners.com,therootofallsuccess,ZO58SOGCa_8,youtube,2025-07-26T19:14:13.190026,20250724
Dub,,699.0,761.0,therealjasonduncan.com/dub,therootofallsuccess,ZO58SOGCa_8,youtube,2025-07-26T19:14:13.190051,20250724
Dub,,699.0,761.0,therealjasonduncan.com/dub,therootofallsuccess,zuU_uMO5EbE,youtube,2025-07-26T19:14:16.279893,20250724
Franbridge Consulting,,43.0,47.0,franbridgeconsulting.com,therootofallsuccess,LcNTYVo3-RQ,youtube,2025-07-26T19:14:22.029548,20250722
Constant Closer,,912.0,986.0,therealjduna.com/constantcloser,therootofallsuccess,LcNTYVo3-RQ,youtube,2025-07-26T19:14:22.029609,20250722
Franbridge Consulting,,43.0,50.0,franbridgeconsulting.com,therootofallsuccess,Go-trjb9lsM,youtube,2025-07-26T19:14:28.120275,20250722
Constant Closer,,912.0,986.0,realjduna.com/constantcloser,therootofallsuccess,Go-trjb9lsM,youtube,2025-07-26T19:14:28.120291,20250722
Business Burnout Test,,1850.0,1885.0,businessburnouttest.com,therootofallsuccess,a661KGM8sTY,youtube,2025-07-26T19:14:33.087090,20250717
Prolon,DAVE,813.0,855.0,prolonlife.com,therubinreport,Qq8d82Ic2Gk,youtube,2025-07-26T19:14:39.155116,20250723
1775 Coffee,RUBIN,1442.0,1515.0,1775coffee.com/RUBIN,therubinreport,Qq8d82Ic2Gk,youtube,2025-07-26T19:14:39.155142,20250723
V Shred,,1991.0,2070.0,sculptnation.com,therubinreport,Qq8d82Ic2Gk,youtube,2025-07-26T19:14:39.155146,20250723
Balance of Nature,rubin,520.0,565.0,balanceofnature.com,therubinreport,SeqjwZOCAOQ,youtube,2025-07-26T19:14:44.776121,20250725
Kikoff,rubin,1137.0,1195.0,getkikoff.com/rubin,therubinreport,SeqjwZOCAOQ,youtube,2025-07-26T19:14:44.776139,20250725
1775 Coffee,RUBIN,1792.0,1801.0,1775coffee.com,therubinreport,SeqjwZOCAOQ,youtube,2025-07-26T19:14:44.776142,20250725
1775 Coffee,RUBIN,1852.0,1860.0,1775coffee.com/RUBIN,therubinreport,SeqjwZOCAOQ,youtube,2025-07-26T19:14:44.776144,20250725
UCook,SHIFT50,78.0,159.0,ucook.co.za,theshiftclub,xqgX5-cnJuQ,youtube,2025-07-26T19:14:49.788939,20250331
,,0.0,0.0,nosponsors,theshiftclub,huy-kGN0lXQ,youtube,2025-07-26T19:14:52.993646,20250318
UCook,SHIFT50,68.0,152.0,ucook.co.za,theshiftclub,UzjjoIybYSA,youtube,2025-07-26T19:14:56.601033,20250310
UCook,SHIFT50,71.0,154.0,ucook.co.za,theshiftclub,tNrpP9RAKsw,youtube,2025-07-26T19:15:02.276929,20250205
Sealand Gear,,741.0,781.0,sealandgear.com,theshiftclub,tNrpP9RAKsw,youtube,2025-07-26T19:15:02.276944,20250205
UCook,SHIFT50,90.0,162.0,ucook.co.za,theshiftclub,NhSjvqryJlQ,youtube,2025-07-26T19:15:05.549557,20250115
,,0.0,0.0,nosponsors,theteamignitionshow,zFt7OwgiHmE,youtube,2025-07-26T19:15:08.339519,20241226
,,0.0,0.0,nosponsors,theteamignitionshow,YnMfDFZar5A,youtube,2025-07-26T19:15:12.056296,20250109
United States Air Force,,1405.0,1413.0,airforce.com,theteamignitionshow,VN0JLL57Jhw,youtube,2025-07-26T19:15:17.282819,20241212
,,0.0,0.0,nosponsors,theteamignitionshow,YTbvqggj7gU,youtube,2025-07-26T19:15:22.134156,20241128
Mountain Dew,,138.0,151.0,mountaindew.com,theteamignitionshow,vCwSyLCbzjQ,youtube,2025-07-26T19:15:28.495451,20241114
Tommy G Merch,,78.0,99.0,tommygmcgee.com,thetommygshow,Jq5EaC8RpkA,youtube,2025-07-26T19:15:33.290210,20250716
Test Games,,255.0,296.0,testgames.co/tommy,thetommygshow,Jq5EaC8RpkA,youtube,2025-07-26T19:15:33.290230,20250716
Surf SharkVPN,TOMMYG,91.0,153.0,surfshark.com,thetommygshow,lfyWOeOHfXY,youtube,2025-07-26T19:15:36.655735,20250723
Big Dog Merch,,143.0,156.0,tommygmcgee.com,thetommygshow,5WxVC5n0QIs,youtube,2025-07-26T19:15:42.096546,20250708
The Religion Business,TommyG74,2308.0,2334.0,thereligionbusiness.com,thetommygshow,5WxVC5n0QIs,youtube,2025-07-26T19:15:42.096570,20250708
Big Dog Merch,,166.0,178.0,tommygmcgee.com,thetommygshow,U_ajUzTiC6U,youtube,2025-07-26T19:15:47.429200,20250625
AnyDesk,TOMMYG,677.0,732.0,anydesk.com,thetommygshow,U_ajUzTiC6U,youtube,2025-07-26T19:15:47.429220,20250625
Anyesk,,95.0,156.0,anydesk.com,thetommygshow,WGEsaRWOhww,youtube,2025-07-26T19:15:51.696585,20250617
"Carl's book, The Happiness Experiment",,1843.0,1856.0,happinessexperiment.com,thetommygshow,WGEsaRWOhww,youtube,2025-07-26T19:15:51.696605,20250617
,,0.0,0.0,nosponsors,theunderworldpodcast,RyxCBe2su0Y,youtube,2025-07-26T19:15:57.286259,20250723
Magic Mind,underworld60,1714.0,1801.0,magicmind.com,theunderworldpodcast,PFqrrVcAwMM,youtube,2025-07-26T19:16:03.624205,20250716
Magic Mind,UNDERWORLD60,306.0,312.0,magicmind.com,theunderworldpodcast,iTPofmM5U-8,youtube,2025-07-26T19:16:09.371119,20250709
Magic Mind,UNDERWORLD60,338.0,341.0,magicmind.com/underworldmf,theunderworldpodcast,GpAvjU8SnbI,youtube,2025-07-26T19:16:15.957646,20250701
Dupe,,1147.0,1223.0,dupe.com,theunderworldpodcast,GpAvjU8SnbI,youtube,2025-07-26T19:16:15.957668,20250701
Ring Boost,,1170.0,1236.0,ringboost.com,theunderworldpodcast,DRrBh7SIXS8,youtube,2025-07-26T19:16:22.911020,20250624
In the Cloud,underworld,1262.0,1333.0,indacloud.co,theunderworldpodcast,DRrBh7SIXS8,youtube,2025-07-26T19:16:22.911043,20250624
,,0.0,0.0,nosponsors,theunplannedpodcast,AvDDvumb9xQ,youtube,2025-07-26T19:16:25.851378,20250528
,,0.0,0.0,nosponsors,theunplannedpodcast,qSw6QmZifk4,youtube,2025-07-26T19:16:28.887261,20250625
Netherland America Foundation,,24.0,51.0,thenaf.org,theunplannedpodcast,HVoTRxBEA18,youtube,2025-07-26T19:16:35.211014,20250320
Harvard Bookstore,,26.0,270.0,harvard.com,theunplannedpodcast,HVoTRxBEA18,youtube,2025-07-26T19:16:35.211035,20250320
,,0.0,0.0,nosponsors,theunplannedpodcast,Cs3hfrcQF30,youtube,2025-07-26T19:16:37.948474,20250304
,,0.0,0.0,nosponsors,theunplannedpodcast,JEmab_illuc,youtube,2025-07-26T19:16:40.379055,20241210
,,0.0,0.0,nosponsors,thewilderness,9Un1mISiHZ8,youtube,2025-07-26T19:16:48.487147,20250705
Zen,,6210.0,6277.0,example.com,thewilderness,SKVqKFBfGH0,youtube,2025-07-26T19:16:59.589943,20250714
,,0.0,0.0,nosponsors,thewilderness,BVuFItxWDvo,youtube,2025-07-26T19:17:13.536505,20250618
,,0.0,0.0,nosponsors,thewilderness,nJV2w_hi7mc,youtube,2025-07-26T19:17:22.692708,20250610
,,0.0,0.0,nosponsors,thewilderness,x5jbxNqGKkc,youtube,2025-07-26T19:17:32.280369,20250610
Stanford University,,90.0,137.0,stanford.edu,thinkfasttalksmart,DjTOhIh7ChE,youtube,2025-07-26T19:17:36.650625,20250724
HelloFresh,thinkfast10,1393.0,1455.0,hellofresh.com,thinkfasttalksmart,DjTOhIh7ChE,youtube,2025-07-26T19:17:36.650647,20250724
Strawberry.me Career Coaching,smart,92.0,136.0,strawberry.me,thinkfasttalksmart,t83gJ5jSMMQ,youtube,2025-07-26T19:17:40.393251,20250715
,,0.0,0.0,nosponsors,thinkfasttalksmart,fNQg0BFgdFc,youtube,2025-07-26T19:17:42.892563,20250708
,,0.0,0.0,nosponsors,thinkfasttalksmart,cmBlrXy3VH8,youtube,2025-07-26T19:17:45.237848,20250704
Stanford University,,102.0,150.0,researchmatters.stanford.edu,thinkfasttalksmart,67--LQILd1U,youtube,2025-07-26T19:17:47.871896,20250626
Zocdoc,,1120.0,1192.0,zocdoc.com,tigerbelly,fzd_LiRL4yk,youtube,2025-07-26T19:17:59.494830,20250724
DraftKings Casino,TIGERBELLY,1192.0,1198.0,draftkings.com,tigerbelly,fzd_LiRL4yk,youtube,2025-07-26T19:17:59.494850,20250724
DraftKings Casino,Tiger Belly,1205.0,1265.0,casino.draftkings.com,tigerbelly,fzd_LiRL4yk,youtube,2025-07-26T19:17:59.494853,20250724
Cash App,tigerbelly,2722.0,2828.0,cash.app,tigerbelly,fzd_LiRL4yk,youtube,2025-07-26T19:17:59.494855,20250724
Bilt,,945.0,1040.0,joinbilt.com,tigerbelly,GxM-vMVLmtg,youtube,2025-07-26T19:18:10.201344,20250717
Bluechew,belly,1048.0,1126.0,bluechew.com,tigerbelly,GxM-vMVLmtg,youtube,2025-07-26T19:18:10.201369,20250717
DraftKings Casino,Tiger Bell,1089.0,1155.0,casino.draftkings.com,tigerbelly,gACGg9S7_b8,youtube,2025-07-26T19:18:19.986669,20250710
Helix,,1161.0,1239.0,helixsleep.com,tigerbelly,gACGg9S7_b8,youtube,2025-07-26T19:18:19.986689,20250710
